,movieId,rating_mean,title,genres,databaseId
20454436,102684,3.13,Only God Forgives (2013),Drama|Thriller,92920
20455052,102686,2.96,"Hangover Part III, The (2013)",Comedy,203508
20456913,102720,3.2,Epic (2013),Adventure|Animation|Fantasy,202153
20457658,102735,2.05,Captain America (1979),Action|Drama,118307
20457677,102749,1.62,Captain America II: Death Too Soon (1979),Action|Crime,199867
20457690,102800,3.74,Frances Ha (2012),Comedy|Drama,186486
20458570,102802,2.76,"Lords of Salem, The (2012)",Horror|Thriller,131209
20458697,102880,2.28,After Earth (2013),Action|Adventure|Sci-Fi|IMAX,127188
20459902,102903,3.66,Now You See Me (2013),Crime|Mystery|Thriller,183771
20466263,102905,3.13,Lovelace (2013),Drama,151340
20466434,102993,3.75,"Way, Way Back, The (2013)",Comedy|Drama,79370
20467811,103006,3.08,Penthouse (1933),Comedy|Crime|Drama,199917
20467817,103042,3.14,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX,203983
20472610,103055,2.75,The Big Wedding (2013),Comedy,163052
20472798,103075,2.96,"Purge, The (2013)",Crime|Horror|Thriller,149216
20475870,103085,2.88,Rapture-Palooza (2013),Comedy|Fantasy,114854
20475940,103137,2.83,"Bling Ring, The (2013)",Crime|Drama,201390
20476540,103141,3.53,Monsters University (2013),Adventure|Animation|Comedy,183249
20480701,103208,3.38,"Place at the Table, A (2012)",Documentary,92330
20480721,103219,2.95,Maniac (2012),Horror|Thriller,177735
20480909,103228,3.35,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX,120722
20490673,103249,3.28,World War Z (2013),Action|Drama|Horror|IMAX,89668
20496552,103253,3.27,Elysium (2013),Action|Drama|Sci-Fi|IMAX,154811
20501477,103255,3.46,Dirty Wars (2013),Documentary|War,191403
20501565,103306,3.38,Europa Report (2013),Sci-Fi|Thriller,83790
20502396,103315,3.39,Odd Thomas (2013),Drama|Fantasy|Mystery|Thriller,182449
20502671,103335,3.59,Despicable Me 2 (2013),Animation|Children|Comedy|IMAX,89173
20507075,103339,3.21,White House Down (2013),Action|Drama|Thriller|IMAX,77697
20508587,103341,3.53,"World's End, The (2013)",Action|Comedy|Sci-Fi,77666
20511737,103372,3.33,"Heat, The (2013)",Action|Comedy|Crime,157765
20513268,103384,2.97,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX,162454
20514879,103521,3.38,Food Matters (2008),Documentary,121033
20514911,103525,3.41,Ichi (2008),Action,135553
20514944,103539,3.62,The Spectacular Now (2013),Comedy|Drama|Romance,176015
20516117,103547,2.14,Vile (2011) ,Horror,105264
20516157,103596,1.87,Sharknado (2013),Sci-Fi,141261
20516557,103624,3.66,Fruitvale Station (2013),Drama,102123
20517022,103655,2.8,R.I.P.D. (2013),Action|Comedy|Fantasy,196498
20517776,103659,3.72,Justice League: The Flashpoint Paradox (2013),Action|Adventure|Animation|Fantasy|Sci-Fi,93769
20518249,103688,3.67,The Conjuring (2013),Horror|Thriller,185171
20520829,103723,2.05,Mean Girls 2 (2011),Comedy,95089
20520903,103736,3.35,Scenic Route (2013),Drama|Thriller,167555
20520960,103755,3.01,Turbo (2013),Adventure|Animation|Children|Comedy|Fantasy,110517
20521573,103772,3.24,"Wolverine, The (2013)",Action|Adventure|Fantasy|Sci-Fi,138141
20524597,103801,3.2,Drinking Buddies (2013),Comedy|Drama|Romance,138213
20525054,103810,3.45,Red 2 (2013),Action|Comedy|Crime|Thriller,168617
20526713,103813,3.2,Miami Connection (1987),Action|Crime,139961
20526773,103883,3.34,2 Guns (2013),Action|Comedy|Crime,100784
20527794,104035,2.65,Beneath (2013),Horror,115364
20527804,104074,2.98,Percy Jackson: Sea of Monsters (2013),Adventure|Children|Fantasy,189134
20528530,104076,2.49,"Smurfs 2, The (2013)",Animation|Children|Comedy,103046
20528706,104211,3.49,We're the Millers (2013),Comedy|Crime,81075
20531943,104218,2.52,Grown Ups 2 (2013),Comedy,94510
20532445,104241,3.17,Kick-Ass 2 (2013),Action|Comedy|Crime,124890
20534437,104243,3.42,Riddick (2013),Action|Sci-Fi|Thriller|IMAX,147539
20536762,104245,2.77,Planes (2013),Adventure|Animation|Comedy,190458
20537054,104272,3.83,Blackfish (2013),Documentary,155114
20537859,104303,3.15,Jobs (2013),Drama,84710
20538409,104312,3.09,"Mortal Instruments: City of Bones, The (2013)",Action|Adventure|Drama|IMAX,121888
20538956,104374,3.97,About Time (2013),Drama|Fantasy|Romance,134719
20543556,104441,3.08,"Frozen Ground, The (2013)",Crime|Drama|Thriller,180627
20543828,104540,2.92,"Immortals, The (1995)",Action|Crime|Drama,122135
20543834,104576,3.22,"Seasoning House, The (2012)",Horror|Thriller,156987
20543863,104760,2.11,Getaway (2013),Action|Crime,189066
20543926,104841,3.63,Gravity (2013),Action|Sci-Fi|IMAX,132885
20555907,104861,2.82,I Spit on Your Grave 2 (2013) ,Crime|Horror|Thriller,187222
20556014,104879,3.96,Prisoners (2013),Drama|Mystery|Thriller,146640
20560823,104906,3.3,Austenland (2013),Comedy|Romance,188003
20561004,104908,3.45,Insidious: Chapter 2 (2013),Horror|Thriller,88113
20561724,104913,3.87,Rush (2013),Action|Drama,104809
20565191,104925,3.16,"Family, The (2013)",Action|Comedy|Crime,143253
20565731,105037,3.06,"To Do List, The (2013)",Comedy,84875
20566021,105068,3.75,Hawking (2013),Documentary,100106
20566033,105075,3.28,Princess Protection Program (2009),Children|Drama,132447
20566217,105197,3.73,Nebraska (2013),Adventure|Drama,107859
20567294,105213,3.13,Don Jon (2013),Comedy|Drama|Romance,110800
20569045,105238,3.5,New Town Killers (2008),Drama,132946
20569048,105468,3.26,Cloudy with a Chance of Meatballs 2 (2013),Animation|Children|Comedy|Fantasy,160628
20570021,105504,3.8,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,193291
20574523,105577,2.71,Avenger (2006) ,Thriller,109211
20574530,105579,1.37,Zombie Apocalypse (2011),Action|Horror|Sci-Fi,118756
20574545,105593,3.66,Filth (2013),Comedy|Crime|Drama,81805
20575318,105597,3.12,Romeo and Juliet (2013),Drama|Romance,190147
20575357,105620,2.94,Baggage Claim (2013),Comedy,150196
20575383,105653,3.36,Escape Plan (2013),Action|Mystery|Thriller,201378
20576642,105700,2.63,Unrest (2006),Horror|Thriller,155806
20576665,105715,3.07,Just Wright (2010),Comedy|Romance,137758
20576717,105731,2.78,Carrie (2013),Drama|Horror,145925
20577388,105844,3.88,12 Years a Slave (2013),Drama,123744
20582492,105855,3.34,"Right Kind of Wrong, The (2013)",Comedy|Romance,164046
20582537,105954,3.47,All Is Lost (2013),Action|Adventure|Drama,136731
20583098,105980,2.43,"Borrower, The (1991)",Comedy|Horror|Sci-Fi,110433
20583105,106002,3.4,Ender's Game (2013),Action|Adventure|Sci-Fi|IMAX,150887
20586718,106011,3.82,"Blue Umbrella, The (2013)",Animation,151386
20586942,106062,2.93,Jackass Presents: Bad Grandpa (2013),Comedy,197257
20587486,106072,3.35,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX,176494
20592451,106100,3.91,Dallas Buyers Club (2013),Drama,188383
20599034,106254,3.43,Boy Wonder (2010),Action|Crime|Drama,80178
20599076,106330,3.25,Last Vegas (2013),Comedy|Drama|Romance,121894
20599643,106441,3.73,"Book Thief, The (2013)",Children|Drama|War,137674
20600735,106443,3.15,"Best Man Holiday, The (2013)",Comedy|Drama,191092
20600771,106452,3.73,Ida (2013),Drama,143653
20601213,106471,3.53,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy,76887
20601247,106487,3.53,The Hunger Games: Catching Fire (2013),Action|Adventure|Sci-Fi|IMAX,100750
20610612,106489,3.66,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,93739
20618606,106491,3.05,47 Ronin (2013),Action|Adventure|Fantasy,138625
20619566,106540,3.08,Delivery Man (2013),Comedy,87457
20619948,106590,2.45,Hansel & Gretel (2013),Horror,146021
20619970,106634,3.29,"Raisin in the Sun, A (2008)",Drama,132922
20619977,106696,3.5,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance,82894
20626964,106766,3.69,Inside Llewyn Davis (2013),Drama,168621
20628601,106782,3.87,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,178950
20643347,106841,3.52,August: Osage County (2013),Comedy|Drama,89884
20643820,106910,2.26,Legally Blondes (2009),Children|Comedy,183777
20643847,106916,3.55,American Hustle (2013),Crime|Drama,147970
20648005,106918,3.68,"Secret Life of Walter Mitty, The (2013)",Adventure|Comedy|Drama,144842
20651392,106920,3.88,Her (2013),Drama|Romance|Sci-Fi,189349
20661168,107032,2.61,Route 666 (2001),Action|Horror|Thriller,96989
20661177,107069,3.69,Lone Survivor (2013),Action|Drama|Thriller|War,125235
20662604,107137,2.98,Star Trek: Of Gods and Men (2007),Action|Adventure|Sci-Fi,125954
20662645,107141,3.64,Saving Mr. Banks (2013),Comedy|Drama,131147
20664256,107312,2.99,Lady and the Tramp II: Scamp's Adventure (2001),Adventure|Animation|Children,150638
20664363,107314,2.89,Oldboy (2013),Action|Drama|Mystery,145365
20664702,107348,2.95,Anchorman 2: The Legend Continues (2013),Comedy,158208
20666362,107406,3.48,Snowpiercer (2013),Action|Drama|Sci-Fi,152877
20670629,107447,3.18,Wrong Cops (2013),Comedy|Crime,92720
20670684,107684,1.94,Smiley (2012),Horror,84524
20670717,107769,2.73,Paranormal Activity: The Marked Ones (2014),Horror|Thriller,101509
20670887,107780,3.36,Cats (1998),Musical,165744
20670912,107877,2.2,The Valley of Gwangi (1969),Sci-Fi|Thriller|Western,122269
20670922,107901,3.13,"Secret, The (2007)",Drama|Romance,194285
20670937,107953,3.34,Dragon Ball Z: Battle of Gods (2013),Action|Animation|Fantasy|IMAX,129833
20671088,108014,3.06,River Queen (2005),Action|Adventure|Drama|Romance|War,185781
20671097,108100,3.25,Honest Man: The Life of R. Budd Dwyer (2010),Documentary,135849
20671101,108156,3.18,Ride Along (2014),Action|Comedy,89839
20671574,108188,3.23,Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller|IMAX,163264
20672568,108190,3.28,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,137023
20676436,108239,3.33,Fear (1990),Horror|Thriller,179731
20676442,108282,3.0,"First Power, The (1990)",Crime|Horror|Thriller,77986
20676452,108425,3.08,Hello Herman (2012),Drama,164542
20676458,108601,3.5,Drift (2013),Drama,119571
20676470,108729,3.57,Enemy (2013),Mystery|Thriller,101495
20677930,108795,3.47,Wonder Woman (2009),Action|Adventure|Animation|Fantasy,178456
20678038,108857,2.62,Manhunt (2008),Horror|Thriller,187843
20678051,108879,3.03,Teen Beach Movie (2013),Children|Musical,127707
20678133,108928,3.06,"Monuments Men, The (2014)",Action|Drama|War,110698
20679077,108932,3.68,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,175121
20685472,108945,2.9,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,101444
20687219,109072,2.76,Sabotage (2014),Action|Crime|Drama,158973
20687417,109191,3.07,Winter's Tale (2014),Drama|Fantasy|Mystery,175602
20687644,109203,4.07,"Story of Ruth, The (1960)",Drama,202655
20687651,109243,3.48,Joe (2013),Drama,182104
20687893,109280,3.57,"Summit, The (2012)",Documentary,85183
20687934,109374,4.01,"Grand Budapest Hotel, The (2014)",Comedy|Drama,178458
20700320,109397,3.2,Jamesy Boy (2014),Crime|Drama,125063
20700340,109416,2.86,Bring It On: Fight to the Finish (2009),Comedy,199656
20700372,109452,3.64,Omar (2013),Drama|Romance,133576
20700442,109483,3.24,That Awkward Moment (2014),Comedy|Romance,98089
20701003,109487,4.09,Interstellar (2014),Sci-Fi|IMAX,197213
20724083,109514,2.52,Apartment 1303 (2007),Horror,136574
20724104,109569,3.08,3 Days to Kill (2014),Action|Crime|Drama,87451
20724476,109578,3.49,Non-Stop (2014),Action|Mystery|Thriller,115688
20725930,109629,3.39,Breathe In (2013),Drama|Romance,142758
20725986,109673,2.99,300: Rise of an Empire (2014),Action|Drama|War|IMAX,187785
20727479,109720,2.74,Contracted (2013),Drama|Horror|Thriller,128598
20727569,109848,3.31,Under the Skin (2013),Horror|Sci-Fi|Thriller,190729
20728934,109850,2.93,Need for Speed (2014),Action|Crime|Drama|IMAX,119729
20729567,109864,3.27,Veronica Mars (2014),Comedy|Crime|Drama,76849
20729979,109893,3.25,Chiko (2008),Crime|Drama,78154
20729987,109895,3.34,Bad Words (2013),Comedy,94619
20730379,109897,3.5,Son of God (2014),Drama,195757
20730413,109991,3.31,Spider (2007),Action|Drama,101335
20730437,110067,2.5,W.W. and the Dixie Dancekings (1975),Comedy,166325
20730442,110102,3.71,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,178482
20738721,110127,2.75,Noah (2014),Adventure|Drama|IMAX,93362
20740088,110130,2.9,"Nut Job, The (2014)",Adventure|Animation|Children|Comedy,153559
20740234,110286,3.35,13 Sins (2014),Horror|Thriller,164987
20740457,110297,3.13,Muppets Most Wanted (2014),Adventure|Comedy|Crime,117584
20740724,110437,2.7,Forgetting the Girl (2012),Drama,148808
20740729,110453,3.31,Draft Day (2014),Drama,151341
20741036,110553,3.11,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,80009
20743621,110591,3.41,Oculus (2013),Horror,201969
20744433,110603,2.64,God's Not Dead (2014),Drama,142099
20744576,110655,3.12,Rio 2 (2014),Adventure|Animation|Children|Comedy,146231
20745012,110678,3.56,Bears (2014),Documentary,109883
20745051,110750,2.97,Heaven Is for Real (2014),Drama,95813
20745129,110771,3.34,"Other Woman, The (2014)",Comedy|Romance,142895
20745947,110773,2.34,"Haunted House 2, A (2014)",Comedy|Horror,184885
20746011,110781,2.96,Mulan II (2004),Action|Animation|Children|Comedy|Musical,193141
20746291,110809,2.85,Vampire Academy (2014),Action|Comedy|Fantasy,145905
20746595,110826,2.88,Brick Mansions (2014),Action|Crime|Drama,198791
20746721,110828,2.99,Devil's Knot (2013),Crime|Drama|Thriller,82430
20746800,110889,2.5,"Point Men, The (2001)",Action|Drama,173169
20746801,110968,2.56,Pompeii (2014),Action|Adventure|Drama,197580
20747168,111113,3.22,Neighbors (2014),Comedy,141524
20749114,111249,3.68,Belle (2013),Drama,140876
20749302,111314,3.67,Into the Storm (2009),Drama|War,168758
20749323,111360,3.08,Lucy (2014),Action|Sci-Fi,183050
20753955,111362,3.76,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,177588
20762994,111364,2.96,Godzilla (2014),Action|Adventure|Sci-Fi|IMAX,150703
20765304,111384,3.72,Blue Ruin (2013),Thriller,121868
20766080,111436,3.77,Jim Gaffigan: Obsessed (2014),Comedy,205738
20766139,111443,3.64,Chef (2014),Comedy,137838
20767610,111617,3.36,Blended (2014),Comedy,91313
20768336,111622,3.74,Begin Again (2013),Comedy|Romance,153954
20769629,111659,3.37,Maleficent (2014),Action|Adventure|Children|IMAX,176394
20772891,111663,2.52,Zombeavers (2014),Action|Comedy|Horror,101283
20773007,111745,2.82,"Cabinet of Caligari, The (1962)",Thriller,167491
20773018,111759,3.94,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,134726
20785017,111778,3.79,Tracks (2013),Adventure|Drama,168807
20785218,111795,3.42,Million Dollar Arm (2014),Comedy|Drama,112343
20785407,111817,2.52,Jimi: All Is by My Side (2013),Drama,149746
20785433,111921,3.57,The Fault in Our Stars (2014),Drama|Romance,129416
20788436,111961,1.56,Cinderella (1994),Animation|Children|Fantasy|Romance,79989
20788445,112006,3.69,Tangled Ever After (2012),Action|Animation|Children,129187
20789292,112138,3.49,22 Jump Street (2014),Action|Comedy|Crime,133128
20792819,112171,3.62,"Equalizer, The (2014)",Action|Crime|Thriller,82641
20795191,112175,3.73,How to Train Your Dragon 2 (2014),Action|Adventure|Animation,81080
20800014,112290,3.81,Boyhood (2014),Drama,193257
20803854,112303,3.07,Think Like a Man Too (2014),Comedy|Romance,173768
20803928,112309,2.54,"Pool Boys, The (2011)",Comedy,139411
20803940,112316,3.31,Jersey Boys (2014),Drama|Musical,155215
20804110,112355,3.3,"Kid for Two Farthings, A (1955)",Children|Comedy|Drama|Fantasy,150562
20804115,112370,2.57,Transformers: Age of Extinction (2014),Action|Adventure|Sci-Fi,191514
20805604,112450,2.94,They Came Together (2014),Comedy|Romance,181470
20805808,112460,2.86,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy,80188
20805936,112497,2.65,Tammy (2014),Comedy,163487
20806180,112515,3.51,"Babadook, The (2014)",Drama|Horror|Thriller,135508
20807996,112519,3.04,Killer Legends (2014),Crime|Documentary,151089
20808022,112552,4.13,Whiplash (2014),Drama,193166
20818929,112556,3.93,Gone Girl (2014),Drama|Thriller,112719
20831823,112580,2.81,"Angriest Man in Brooklyn, The (2014)",Comedy|Drama,195280
20831917,112623,3.56,Dawn of the Planet of the Apes (2014),Sci-Fi,140796
20836678,112749,2.87,And So It Goes (2014),Comedy|Drama|Romance,118097
20836720,112788,2.6,Sex Tape (2014),Comedy,104844
20837312,112790,2.67,Going Down in LA-LA Land (2011),Comedy|Drama|Romance,115523
20837321,112818,3.14,"Purge: Anarchy, The (2014)",Action|Horror|Thriller,196809
20838043,112842,3.62,Bundle of Joy (1956),Comedy|Musical,195028
20838051,112852,3.93,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,184098
20853625,112868,3.12,"Signal, The (2014)",Sci-Fi|Thriller,201085
20854181,112897,2.94,The Expendables 3 (2014),Action|Adventure,200204
20855282,112911,2.77,Hercules (2014),Action|Adventure,179618
20855970,112946,3.44,Wish I Was Here (2014),Comedy|Drama,78058
20856196,113064,3.34,"Trip to Italy, The (2014)",Comedy|Drama,103887
20856364,113071,3.0,Earth to Echo (2014),Adventure|Children|Sci-Fi,196757
20856471,113188,3.24,"Rover, The (2014)",Crime|Drama,183672
20856694,113207,3.34,Get on Up (2014),Drama|Musical,194704
20856818,113225,3.43,Magic in the Moonlight (2014),Comedy|Drama|Romance,200416
20857432,113252,3.51,Housebound (2014),Comedy|Horror|Thriller,182211
20857831,113275,3.76,The Hundred-Foot Journey (2014),Comedy|Drama,141917
20858485,113345,2.66,Jupiter Ascending (2015),Action|Adventure|Sci-Fi,138094
20860218,113348,2.62,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,199224
20861235,113364,3.14,Rob the Mob (2014),Crime|Drama,189070
20861288,113378,3.35,"Giver, The (2014)",Drama|Sci-Fi,111216
20862442,113453,3.14,Let's Be Cops (2014),Comedy|Crime,127324
20863126,113532,3.32,"Inbetweeners 2, The (2014)",Comedy,150864
20863262,113573,3.2,Sin City: A Dame to Kill For (2014),Action|Crime|Thriller,179407
20864694,113604,3.49,If I Stay (2014),Drama,178835
20865274,113644,2.7,"Split, The (1968)",Crime|Drama,194603
20865279,113862,3.48,"Guest, The (2014)",Thriller,126786
20865953,113866,1.73,Leprechaun: Origins (2014),Horror,147842
20865975,114007,3.31,Before I Go to Sleep (2014),Mystery|Thriller,104367
20866287,114028,3.88,Pride (2014),Comedy|Drama,190288
20866822,114033,2.84,Into the Storm (2014),Action|Thriller,94180
20867027,114060,3.61,The Drop (2014),Crime|Drama|Thriller,201249
20867872,114072,3.33,Cheech and Chong's Animated Movie (2013),Animation|Comedy,145405
20867875,114180,3.34,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,131313
20877133,114182,2.98,No Good Deed (2014),Thriller,76627
20877193,114246,3.14,"Walk Among the Tombstones, A (2014)",Action|Crime|Mystery|Thriller,116134
20877746,114392,3.35,"Homesman, The (2014)",Drama|Western,201917
20877918,114459,3.28,White Bird in a Blizzard (2014),Drama|Romance|Thriller,128187
20878054,114464,3.15,Helter Skelter (1976),Crime|Drama|Thriller,162093
20878071,114552,3.37,"Boxtrolls, The (2014)",Adventure|Animation|Children|Comedy|Fantasy,182318
20878704,114561,3.1,"Girl on the Train, The (2013)",Thriller,153821
20878714,114601,3.32,This Is Where I Leave You (2014),Comedy|Drama,152303
20879106,114662,3.48,American Sniper (2014),Action|War,156094
20883226,114670,2.69,Tusk (2014),Comedy|Drama|Horror,147204
20883561,114713,2.69,Annabelle (2014),Horror,125431
20884098,114760,3.13,Happy Christmas (2014),Comedy|Drama,202383
20884164,114762,3.46,Two Night Stand (2014),Comedy|Romance,102185
20884746,114795,3.08,Dracula Untold (2014),Action|Drama|Fantasy,146581
20885998,114891,3.75,Legendary (2010),Drama,114550
20886006,114935,3.77,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,180021
20889668,115122,3.93,What We Do in the Shadows (2014),Comedy|Horror,169009
20891486,115139,3.42,Challenge to Lassie (1949),Children|Drama,185342
20891492,115147,3.58,The Best of Me (2014),Drama|Romance,115827
20891752,115149,3.74,John Wick (2014),Action|Thriller,148904
20897102,115170,3.5,"Judge, The (2014)",Drama,85645
20898099,115210,3.73,Fury (2014),Action|Drama|War,178813
20902105,115231,3.51,St. Vincent (2014),Comedy,200089
20903025,115381,3.14,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",Comedy,122524
20903214,115414,2.0,Left Behind (2014),Action|Sci-Fi|Thriller,167566
20903327,115534,2.36,Ouija (2014),Horror,175836
20903577,115565,3.0,S.W.A.T.: Firefight (2011),Action|Crime|Thriller,89960
20903594,115569,3.93,Nightcrawler (2014),Crime|Drama|Thriller,176763
20910322,115617,3.91,Big Hero 6 (2014),Action|Animation|Comedy,119576
20920982,115664,3.53,The Book of Life (2014),Adventure|Animation|Romance,134760
20921789,115667,3.81,"Love, Rosie (2014)",Comedy|Romance,86002
20922365,115680,3.59,Time Lapse (2014),Crime|Drama|Sci-Fi|Thriller,163152
20923058,115713,3.96,Ex Machina (2015),Drama|Sci-Fi|Thriller,117126
20934724,115746,3.83,Runaway (2009),Action|Animation|Comedy,154477
20934730,115887,3.0,"Sniper, The (2009)",Action|Thriller,162022
20934742,115935,0.5,Tom Sawyer (2000),Adventure|Animation|Children,154033
20934744,116028,2.07,Children of the Corn (2009),Drama|Horror|Thriller,123700
20934765,116161,3.35,Foxcatcher (2014),Drama,151059
20935793,116207,3.4,Zulu (2013),Crime|Drama|Thriller,109495
20935827,116219,3.31,Tinker Bell and the Lost Treasure (2009),Adventure|Animation|Children|Fantasy,183480
20935917,116221,2.83,Tyson (1995),Drama,177218
20935920,116307,3.57,You're Not You (2014),Drama,123625
20936038,116397,3.47,Stonehearst Asylum (2014),Thriller,92501
20936386,116493,3.14,The Returned (2013),Drama|Horror|Thriller,192063
20936422,116529,2.7,Stalingrad (2013),Action|Drama|War|IMAX,199539
20936471,116602,3.04,"Double, Double, Toil and Trouble (1993)",Adventure|Children|Comedy|Fantasy|Horror,178849
20936483,116680,3.39,Twice-Told Tales (1963),Horror|Mystery|Romance|Sci-Fi,169522
20936502,116758,1.25,Death Racers (2008),Action|Adventure|Comedy|Sci-Fi|Thriller,87741
20936506,116781,2.69,Serena (2014),Drama,188493
20936589,116797,4.02,The Imitation Game (2014),Drama|Thriller|War,104989
20952503,116799,3.41,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance,129025
20953453,116841,3.33,Rosewater (2014),Drama,123405
20953542,116853,2.55,A Good Marriage (2014),Thriller,179887
20953573,116855,3.81,The Way He Looks (2014),Drama|Romance,176499
20953799,116905,3.81,Patema Inverted (2013),Adventure|Animation|Drama|Fantasy|Sci-Fi,166243
20953950,116907,3.75,Fed Up (2014),Documentary,102343
20954059,116977,2.57,Dumb and Dumber To (2014),Comedy,107420
20955116,116985,2.61,The Longest Week (2014),Comedy|Drama,117804
20955173,117176,3.81,The Theory of Everything (2014),Drama|Romance,151700
20960007,117194,3.2,Dolphin Tale 2 (2014),Children|Drama,108551
20960052,117370,3.26,The Seven-Ups (1973),Action|Crime|Drama|Thriller,161062
20960077,117438,3.8,When Marnie Was There (2014),Animation|Drama,172150
20960400,117442,2.83,The Monkey King (2014),Action|Adventure|Children|IMAX,161762
20960429,117444,3.98,Song of the Sea (2014),Animation|Children|Fantasy,107216
20961506,117446,3.1,Expelled from Paradise (2014),Animation|Sci-Fi,81625
20961537,117448,3.25,Kiki's Delivery Service (2014),Fantasy,167973
20961543,117466,3.34,In the Heart of the Sea (2015),Action|Adventure|Drama,85961
20962065,117529,3.35,Jurassic World (2015),Action|Adventure|Drama|Sci-Fi|Thriller,90248
20967565,117533,3.93,Citizenfour (2014),Documentary,122389
20969348,117549,3.26,The Taking of Deborah Logan (2014),Horror|Thriller,194251
20969565,117590,3.16,Horrible Bosses 2 (2014),Comedy|Crime,165438
20970957,117682,3.61,Elvis and Anabelle (2007),Drama|Romance,107628
20970984,117710,3.2,Murder on the Orient Express (2001),Crime|Drama|Mystery,201476
20970989,117728,3.22,Moving Violations (1985),Comedy,128853
20970998,117851,3.23,Penguins of Madagascar (2014),Adventure|Animation|Children|Comedy,108801
20971872,117881,3.76,Still Alice (2014),Drama,92904
20972911,117887,3.42,Paddington (2014),Children|Comedy,134461
20973653,118103,3.11,Come Back to Me (2014),Horror,110419
20973688,118173,2.85,The Batman vs. Dracula (2005),Action|Animation|Horror|Thriller,96426
20973736,118300,2.18,Home Alone: The Holiday Heist (2012),Children|Comedy|Crime,120629
20973770,118496,3.25,A Cinderella Story: Once Upon a Song (2011),Children|Comedy|Romance,155078
20973895,118570,2.78,Jarhead 2: Field of Fire (2014),Action|Drama|War,177725
20973924,118684,1.6,Jingle All the Way 2 (2014),Children|Comedy,135678
20973945,118696,3.53,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy,163410
20979120,118700,3.68,Selma (2014),Drama,178595
20979994,118702,3.58,Unbroken (2014),Drama|War,114923
20980759,118718,3.44,White Mischief (1987),Crime|Drama|Romance|Thriller,142775
20980768,118734,3.62,Zorro (1975),Action|Adventure|Comedy|Western,126947
20980781,118896,3.91,Mommy (2014),Drama,112623
20981188,118900,3.56,Wild (2014),Drama,192443
20982216,118985,3.39,Big Eyes (2014),Drama,95051
20982852,118997,3.03,Into the Woods (2014),Children|Comedy|Fantasy|Musical,97306
20983946,119141,3.05,The Interview (2014),Action|Comedy,95495
20986577,119155,3.04,Night at the Museum: Secret of the Tomb (2014),Adventure|Children|Comedy|Fantasy,117677
20987824,119798,3.5,Final (2001),Drama|Sci-Fi|Thriller,153792
20987832,120132,2.87,Annie (2014),Children|Comedy|Drama|Musical,80336
20987982,120222,0.8,Foodfight! (2012),Action|Animation|Children|Comedy,98729
20988002,120438,2.39,Garfield Gets Real (2007),Animation|Children|Comedy,197037
20988016,120466,3.4,Chappie (2015),Action|Thriller,138767
20990678,120474,3.23,Toy Story That Time Forgot (2014),Animation|Children,192459
20990907,120637,2.74,Blackhat (2015),Action|Crime|Drama|Mystery|Thriller,76336
20991220,120799,3.06,Terminator Genisys (2015),Action|Adventure|Sci-Fi|Thriller,109049
20993319,120841,2.25,Frankenstein (2004),Drama|Horror|Sci-Fi|Thriller,123395
20993321,120934,3.75,Korengal (2014),Documentary|War,158390
20993351,121007,2.79,Space Buddies (2009),Adventure|Children|Fantasy|Sci-Fi,122273
20993363,121027,3.0,Stay (2013),Drama,179514
20993368,121099,3.04,101 Dalmatians II: Patch's London Adventure (2003),Animation|Children,107394
20993439,121113,2.32,Shriek If You Know What I Did Last Friday the Thirteenth (2000),Comedy|Horror,194829
20993464,121115,2.28,Tarzan (2013),Adventure|Animation|Children|Drama,139510
20993502,121117,1.65,Highlander: The Source (2007),Action|Adventure|Fantasy|Sci-Fi,178852
20993529,121129,1.74,The Hungover Games (2014),Comedy,93073
20993574,121155,3.4,Kevin Hart: Let Me Explain (2013),Comedy|Documentary,83617
20993624,121190,2.8,When in Rome (2002),Children|Comedy,93409
20993683,121231,3.58,It Follows (2014),Horror,132506
